;card_id;disp_id;card_type;card_issued_date
826;177;1056;classic;1998-11-19
827;632;4069;classic;1998-11-19
828;445;2820;gold;1998-11-19
829;1001;9247;classic;1998-11-20
830;257;1589;classic;1998-11-20
831;178;1057;classic;1998-11-21
832;704;4553;gold;1998-11-21
833;56;339;classic;1998-11-22
834;148;834;classic;1998-11-22
835;392;2496;classic;1998-11-22
836;523;3319;junior;1998-11-23
837;1175;12494;classic;1998-11-24
838;466;2998;classic;1998-11-25
839;500;3192;classic;1998-11-26
840;4;42;classic;1998-11-26
841;388;2488;junior;1998-11-26
842;164;992;classic;1998-11-29
843;489;3135;classic;1998-11-29
844;626;3992;classic;1998-11-30
845;1169;12354;classic;1998-11-30
846;1137;11771;gold;1998-12-01
847;677;4382;junior;1998-12-01
848;20;131;classic;1998-12-02
849;657;4246;junior;1998-12-02
850;219;1329;classic;1998-12-04
851;819;5978;gold;1998-12-06
852;1177;12535;gold;1998-12-06
853;341;2156;gold;1998-12-06
854;692;4493;classic;1998-12-08
855;715;4639;junior;1998-12-08
856;131;725;classic;1998-12-08
857;201;1223;classic;1998-12-08
858;605;3874;classic;1998-12-11
859;306;1929;classic;1998-12-11
860;378;2430;classic;1998-12-11
861;549;3504;classic;1998-12-12
862;371;2388;gold;1998-12-13
863;147;826;junior;1998-12-13
864;527;3348;junior;1998-12-14
865;172;1030;classic;1998-12-14
866;886;7325;classic;1998-12-15
867;479;3085;classic;1998-12-16
868;691;4492;classic;1998-12-16
869;560;3577;classic;1998-12-17
870;452;2910;classic;1998-12-19
871;506;3236;gold;1998-12-19
872;735;4772;classic;1998-12-19
873;654;4230;classic;1998-12-21
874;196;1197;classic;1998-12-22
875;473;3063;classic;1998-12-22
876;829;6255;classic;1998-12-22
877;310;1947;junior;1998-12-23
878;76;464;classic;1998-12-23
879;573;3638;classic;1998-12-23
880;240;1459;classic;1998-12-23
881;728;4725;classic;1998-12-24
882;924;7862;classic;1998-12-24
883;486;3128;gold;1998-12-25
884;1081;10696;classic;1998-12-25
885;753;4974;classic;1998-12-25
886;442;2796;classic;1998-12-26
887;125;694;gold;1998-12-26
888;674;4360;classic;1998-12-28
889;322;2063;classic;1998-12-28
890;685;4467;classic;1998-12-29
891;635;4083;classic;1998-12-29
