;account_id;account_district_id;statement_freq;account_open_date
670;3298;29;MONTHLY;1993-08-04
671;2938;1;MONTHLY;1993-08-04
672;2199;1;MONTHLY;1993-08-04
673;3745;5;MONTHLY;1993-08-04
674;3699;50;MONTHLY;1993-08-05
675;816;52;MONTHLY;1993-08-05
676;3656;53;MONTHLY;1993-08-06
677;2038;42;MONTHLY;1993-08-06
678;2542;21;MONTHLY;1993-08-07
679;1136;12;MONTHLY;1993-08-07
680;1589;37;MONTHLY;1993-08-07
681;3136;69;MONTHLY;1993-08-07
682;3547;54;MONTHLY;1993-08-07
683;26;52;MONTHLY;1993-08-08
684;657;47;MONTHLY;1993-08-08
685;3538;58;MONTHLY;1993-08-08
686;2167;16;MONTHLY;1993-08-08
687;3127;66;MONTHLY;1993-08-08
688;47;45;MONTHLY;1993-08-08
689;3850;8;MONTHLY;1993-08-09
690;5366;70;MONTHLY;1993-08-09
691;747;39;MONTHLY;1993-08-09
692;3166;71;MONTHLY;1993-08-10
693;11021;1;MONTHLY;1993-08-10
694;1701;1;MONTHLY;1993-08-10
695;3613;43;MONTHLY;1993-08-10
696;3600;27;MONTHLY;1993-08-10
697;3792;10;MONTHLY;1993-08-11
698;523;1;MONTHLY;1993-08-11
699;3808;38;MONTHLY;1993-08-11
700;1401;1;MONTHLY;1993-08-12
701;541;61;MONTHLY;1993-08-12
702;1023;21;MONTHLY;1993-08-13
703;3683;33;MONTHLY;1993-08-13
704;3220;29;MONTHLY;1993-08-14
705;1779;33;MONTHLY;1993-08-15
706;1912;64;MONTHLY;1993-08-15
707;238;6;MONTHLY;1993-08-15
708;3113;67;MONTHLY;1993-08-16
709;5481;52;MONTHLY;1993-08-16
710;3035;15;WEEKLY;1993-08-16
711;942;9;MONTHLY;1993-08-16
712;3221;5;MONTHLY;1993-08-17
713;2616;1;MONTHLY;1993-08-17
714;2137;4;TRANSACTION;1993-08-17
715;978;73;MONTHLY;1993-08-18
716;2771;37;MONTHLY;1993-08-18
717;3891;1;MONTHLY;1993-08-18
718;9236;11;MONTHLY;1993-08-18
719;274;76;MONTHLY;1993-08-20
720;552;14;MONTHLY;1993-08-20
721;2417;44;MONTHLY;1993-08-20
722;3868;43;MONTHLY;1993-08-21
723;9869;12;MONTHLY;1993-08-21
724;1875;44;MONTHLY;1993-08-21
725;8212;52;TRANSACTION;1993-08-21
726;3477;71;MONTHLY;1993-08-22
727;1513;30;MONTHLY;1993-08-23
728;3053;11;MONTHLY;1993-08-23
729;1057;13;MONTHLY;1993-08-23
730;6030;47;MONTHLY;1993-08-24
731;3407;28;MONTHLY;1993-08-24
732;1761;24;MONTHLY;1993-08-24
733;3306;75;MONTHLY;1993-08-24
734;162;60;MONTHLY;1993-08-25
735;5011;31;MONTHLY;1993-08-25
736;965;20;MONTHLY;1993-08-25
737;1305;57;MONTHLY;1993-08-25
738;815;56;MONTHLY;1993-08-25
739;1449;35;MONTHLY;1993-08-26
740;950;49;MONTHLY;1993-08-26
741;3361;45;MONTHLY;1993-08-26
742;3837;48;TRANSACTION;1993-08-26
743;33;22;MONTHLY;1993-08-26
744;2894;17;MONTHLY;1993-08-28
745;2510;61;MONTHLY;1993-08-28
746;389;30;MONTHLY;1993-08-28
747;6051;56;MONTHLY;1993-08-28
748;730;4;MONTHLY;1993-08-28
749;1694;6;WEEKLY;1993-08-29
750;721;76;MONTHLY;1993-08-29
751;1106;20;WEEKLY;1993-08-29
752;3319;56;MONTHLY;1993-08-29
753;10451;1;MONTHLY;1993-08-29
754;172;13;MONTHLY;1993-08-30
755;3920;74;MONTHLY;1993-09-01
756;3011;64;MONTHLY;1993-09-01
757;1337;23;MONTHLY;1993-09-01
758;2592;69;MONTHLY;1993-09-01
759;146;4;MONTHLY;1993-09-02
760;2576;1;MONTHLY;1993-09-02
761;3195;40;MONTHLY;1993-09-02
762;8073;24;TRANSACTION;1993-09-03
763;4463;67;MONTHLY;1993-09-03
764;2082;36;MONTHLY;1993-09-03
765;2020;13;MONTHLY;1993-09-04
766;160;23;MONTHLY;1993-09-04
767;7607;1;MONTHLY;1993-09-05
768;117;31;MONTHLY;1993-09-05
769;3509;2;MONTHLY;1993-09-05
770;151;76;MONTHLY;1993-09-06
771;1719;1;MONTHLY;1993-09-06
772;3456;32;MONTHLY;1993-09-06
773;2951;44;MONTHLY;1993-09-06
774;7190;49;MONTHLY;1993-09-06
775;1827;10;MONTHLY;1993-09-06
776;1689;55;MONTHLY;1993-09-07
777;1197;68;MONTHLY;1993-09-07
778;5952;50;MONTHLY;1993-09-07
779;6930;41;MONTHLY;1993-09-08
780;1107;42;MONTHLY;1993-09-08
781;8475;4;MONTHLY;1993-09-08
782;3575;7;MONTHLY;1993-09-08
783;2691;69;MONTHLY;1993-09-08
784;3323;13;MONTHLY;1993-09-08
785;2428;72;MONTHLY;1993-09-08
786;2649;2;MONTHLY;1993-09-08
787;2907;70;MONTHLY;1993-09-09
788;1091;16;MONTHLY;1993-09-09
789;1487;66;MONTHLY;1993-09-10
790;3157;77;MONTHLY;1993-09-10
791;4414;24;MONTHLY;1993-09-10
792;2302;24;MONTHLY;1993-09-10
793;1410;74;MONTHLY;1993-09-11
794;1146;67;MONTHLY;1993-09-12
795;8564;68;MONTHLY;1993-09-12
796;750;73;MONTHLY;1993-09-12
797;2150;37;MONTHLY;1993-09-12
798;10940;50;MONTHLY;1993-09-13
799;9337;30;MONTHLY;1993-09-13
800;861;22;MONTHLY;1993-09-13
801;10440;72;MONTHLY;1993-09-13
802;10036;1;MONTHLY;1993-09-13
803;1234;6;MONTHLY;1993-09-13
804;7774;74;TRANSACTION;1993-09-14
805;1547;72;MONTHLY;1993-09-14
806;1079;74;MONTHLY;1993-09-14
807;3863;15;MONTHLY;1993-09-14
808;3480;58;MONTHLY;1993-09-14
809;2671;1;MONTHLY;1993-09-15
810;1705;70;MONTHLY;1993-09-15
811;3028;27;MONTHLY;1993-09-15
812;3310;25;MONTHLY;1993-09-15
813;6715;48;WEEKLY;1993-09-15
814;3255;1;MONTHLY;1993-09-15
815;3751;9;MONTHLY;1993-09-15
816;2987;18;MONTHLY;1993-09-16
817;857;77;MONTHLY;1993-09-16
818;3042;10;MONTHLY;1993-09-16
819;2695;16;MONTHLY;1993-09-16
820;2849;1;MONTHLY;1993-09-16
821;2802;1;MONTHLY;1993-09-16
822;34;67;WEEKLY;1993-09-17
823;7133;1;MONTHLY;1993-09-17
824;699;1;MONTHLY;1993-09-17
825;2282;29;WEEKLY;1993-09-17
826;8489;19;MONTHLY;1993-09-18
827;837;46;MONTHLY;1993-09-18
828;8759;1;MONTHLY;1993-09-18
829;1602;33;MONTHLY;1993-09-19
830;2958;48;MONTHLY;1993-09-19
831;3408;62;MONTHLY;1993-09-19
832;153;77;MONTHLY;1993-09-19
833;3268;21;MONTHLY;1993-09-20
834;854;62;MONTHLY;1993-09-21
835;1831;1;MONTHLY;1993-09-21
836;39;36;MONTHLY;1993-09-22
837;1811;40;MONTHLY;1993-09-22
838;3822;8;MONTHLY;1993-09-22
839;1404;7;WEEKLY;1993-09-22
840;517;76;MONTHLY;1993-09-22
841;1440;55;MONTHLY;1993-09-22
842;3505;46;MONTHLY;1993-09-23
843;1804;20;WEEKLY;1993-09-23
844;2617;1;MONTHLY;1993-09-24
845;467;74;MONTHLY;1993-09-24
846;4437;40;MONTHLY;1993-09-24
847;1453;61;WEEKLY;1993-09-25
848;3977;7;MONTHLY;1993-09-25
849;8982;64;MONTHLY;1993-09-25
850;27;73;MONTHLY;1993-09-26
851;4511;33;MONTHLY;1993-09-26
852;1052;61;MONTHLY;1993-09-27
853;10227;62;TRANSACTION;1993-09-27
854;3171;61;MONTHLY;1993-09-28
855;228;5;MONTHLY;1993-09-28
856;3618;29;MONTHLY;1993-09-29
857;1016;40;MONTHLY;1993-09-29
858;15;70;MONTHLY;1993-10-02
859;3237;20;MONTHLY;1993-10-02
860;1485;36;MONTHLY;1993-10-03
861;7769;23;MONTHLY;1993-10-03
862;2613;26;MONTHLY;1993-10-03
863;2201;8;MONTHLY;1993-10-05
864;1896;74;MONTHLY;1993-10-05
865;5387;1;MONTHLY;1993-10-05
866;3535;1;MONTHLY;1993-10-05
867;1120;1;MONTHLY;1993-10-05
868;235;41;MONTHLY;1993-10-06
869;3701;76;MONTHLY;1993-10-06
870;1516;67;MONTHLY;1993-10-08
871;4543;33;MONTHLY;1993-10-08
872;2427;70;WEEKLY;1993-10-08
873;1981;64;MONTHLY;1993-10-08
874;8566;74;MONTHLY;1993-10-08
875;678;17;MONTHLY;1993-10-08
876;4659;56;MONTHLY;1993-10-08
877;4059;34;MONTHLY;1993-10-08
878;4013;73;TRANSACTION;1993-10-08
879;7011;75;MONTHLY;1993-10-08
880;2132;76;MONTHLY;1993-10-08
881;1816;44;MONTHLY;1993-10-08
882;2623;58;MONTHLY;1993-10-09
883;2793;47;MONTHLY;1993-10-09
884;2479;18;MONTHLY;1993-10-09
885;11135;75;MONTHLY;1993-10-10
886;8041;1;MONTHLY;1993-10-10
887;492;5;MONTHLY;1993-10-10
888;799;56;MONTHLY;1993-10-10
889;3972;51;MONTHLY;1993-10-11
890;1468;54;MONTHLY;1993-10-11
891;624;70;MONTHLY;1993-10-11
892;3483;40;MONTHLY;1993-10-12
893;4260;56;MONTHLY;1993-10-14
894;616;43;MONTHLY;1993-10-14
895;931;59;MONTHLY;1993-10-15
896;102;11;MONTHLY;1993-10-16
897;540;75;MONTHLY;1993-10-16
898;2660;1;WEEKLY;1993-10-17
899;4287;1;MONTHLY;1993-10-17
900;3551;6;MONTHLY;1993-10-17
901;2072;41;MONTHLY;1993-10-17
902;4119;77;MONTHLY;1993-10-18
903;1345;28;MONTHLY;1993-10-19
904;1565;36;MONTHLY;1993-10-20
905;2824;11;MONTHLY;1993-10-20
906;2052;61;MONTHLY;1993-10-20
907;1767;21;MONTHLY;1993-10-20
908;2140;75;MONTHLY;1993-10-21
909;1051;35;MONTHLY;1993-10-21
910;3927;56;MONTHLY;1993-10-22
911;2050;1;MONTHLY;1993-10-22
912;2276;31;MONTHLY;1993-10-22
913;126;5;MONTHLY;1993-10-23
914;2859;11;MONTHLY;1993-10-23
915;2667;23;MONTHLY;1993-10-23
916;1789;46;MONTHLY;1993-10-23
917;838;47;MONTHLY;1993-10-23
918;3264;70;MONTHLY;1993-10-23
919;198;70;MONTHLY;1993-10-25
920;2345;5;MONTHLY;1993-10-25
921;5256;72;TRANSACTION;1993-10-25
922;40;64;MONTHLY;1993-10-25
923;419;13;MONTHLY;1993-10-25
924;3892;43;MONTHLY;1993-10-25
925;1217;69;MONTHLY;1993-10-25
926;397;11;MONTHLY;1993-10-26
927;3146;68;MONTHLY;1993-10-26
928;287;16;MONTHLY;1993-10-27
929;2180;45;MONTHLY;1993-10-27
930;354;59;MONTHLY;1993-10-28
931;259;2;MONTHLY;1993-10-28
932;1666;67;MONTHLY;1993-10-30
933;1495;36;MONTHLY;1993-11-01
934;2582;28;MONTHLY;1993-11-01
935;4470;16;MONTHLY;1993-11-01
936;1381;57;MONTHLY;1993-11-01
937;2435;38;MONTHLY;1993-11-01
938;542;1;MONTHLY;1993-11-01
939;1123;13;MONTHLY;1993-11-01
940;3225;1;MONTHLY;1993-11-01
941;1133;1;MONTHLY;1993-11-01
942;3086;1;MONTHLY;1993-11-02
943;2250;35;MONTHLY;1993-11-02
944;340;1;MONTHLY;1993-11-03
945;4079;52;MONTHLY;1993-11-03
946;841;1;MONTHLY;1993-11-04
947;2269;6;MONTHLY;1993-11-04
948;2867;30;MONTHLY;1993-11-04
949;3371;68;MONTHLY;1993-11-04
950;520;60;MONTHLY;1993-11-04
951;743;10;MONTHLY;1993-11-05
952;3640;10;MONTHLY;1993-11-05
953;3354;63;MONTHLY;1993-11-05
954;107;64;MONTHLY;1993-11-05
955;243;55;WEEKLY;1993-11-06
956;3687;71;MONTHLY;1993-11-06
957;1984;73;MONTHLY;1993-11-07
958;4173;1;MONTHLY;1993-11-08
959;2700;74;MONTHLY;1993-11-08
960;2318;73;MONTHLY;1993-11-08
961;7965;55;MONTHLY;1993-11-08
962;3352;42;MONTHLY;1993-11-08
963;4255;70;WEEKLY;1993-11-08
964;73;72;MONTHLY;1993-11-08
965;3948;1;MONTHLY;1993-11-09
966;648;13;MONTHLY;1993-11-09
967;3688;70;MONTHLY;1993-11-10
968;462;29;MONTHLY;1993-11-10
969;3243;1;MONTHLY;1993-11-10
970;8625;64;MONTHLY;1993-11-10
971;321;47;MONTHLY;1993-11-11
972;3548;23;MONTHLY;1993-11-11
973;5984;11;MONTHLY;1993-11-11
974;3091;3;MONTHLY;1993-11-11
975;626;72;MONTHLY;1993-11-11
976;998;47;MONTHLY;1993-11-11
977;3326;5;MONTHLY;1993-11-11
978;2457;76;MONTHLY;1993-11-11
979;2549;74;MONTHLY;1993-11-12
980;1947;35;MONTHLY;1993-11-12
981;2738;41;MONTHLY;1993-11-12
982;1809;1;WEEKLY;1993-11-12
983;519;24;MONTHLY;1993-11-12
984;2665;61;MONTHLY;1993-11-13
985;1114;6;WEEKLY;1993-11-13
986;8957;1;MONTHLY;1993-11-13
987;2271;68;MONTHLY;1993-11-13
988;196;4;MONTHLY;1993-11-14
989;3218;41;MONTHLY;1993-11-14
990;3660;74;MONTHLY;1993-11-14
991;787;10;MONTHLY;1993-11-14
992;3820;1;MONTHLY;1993-11-14
993;10906;76;MONTHLY;1993-11-14
994;914;73;MONTHLY;1993-11-14
995;9656;61;MONTHLY;1993-11-14
996;1941;60;MONTHLY;1993-11-15
997;3617;22;MONTHLY;1993-11-15
998;3370;49;MONTHLY;1993-11-15
999;1664;56;MONTHLY;1993-11-15
1000;4337;29;MONTHLY;1993-11-16
1001;2557;40;MONTHLY;1993-11-17
1002;1527;31;TRANSACTION;1993-11-17
1003;3938;57;MONTHLY;1993-11-17
1004;1686;11;MONTHLY;1993-11-18
1005;10670;60;MONTHLY;1993-11-18
1006;3309;66;MONTHLY;1993-11-20
1007;3107;5;MONTHLY;1993-11-20
1008;8377;29;MONTHLY;1993-11-20
1009;345;5;MONTHLY;1993-11-20
1010;498;1;MONTHLY;1993-11-21
1011;3571;39;MONTHLY;1993-11-21
1012;5991;1;MONTHLY;1993-11-21
1013;1128;74;MONTHLY;1993-11-21
1014;10439;66;MONTHLY;1993-11-21
1015;1302;55;MONTHLY;1993-11-21
1016;10788;67;WEEKLY;1993-11-22
1017;4343;31;MONTHLY;1993-11-22
1018;2460;1;MONTHLY;1993-11-22
1019;1931;20;MONTHLY;1993-11-23
1020;2972;12;MONTHLY;1993-11-23
1021;1286;66;TRANSACTION;1993-11-23
1022;1235;76;MONTHLY;1993-11-23
1023;4385;23;MONTHLY;1993-11-23
1024;7449;1;MONTHLY;1993-11-24
1025;545;54;MONTHLY;1993-11-24
1026;245;65;MONTHLY;1993-11-25
1027;688;74;MONTHLY;1993-11-25
1028;173;66;MONTHLY;1993-11-26
1029;10904;48;MONTHLY;1993-11-26
1030;7844;1;MONTHLY;1993-11-26
1031;6353;26;MONTHLY;1993-11-26
1032;604;12;MONTHLY;1993-11-26
1033;6806;1;MONTHLY;1993-11-26
1034;5927;15;MONTHLY;1993-11-26
1035;2419;24;MONTHLY;1993-11-27
1036;1288;11;MONTHLY;1993-11-27
1037;3003;18;MONTHLY;1993-11-27
1038;10131;1;MONTHLY;1993-11-27
1039;1952;70;MONTHLY;1993-11-28
1040;651;72;MONTHLY;1993-11-28
1041;2989;4;MONTHLY;1993-11-28
1042;1499;47;MONTHLY;1993-11-28
1043;426;1;MONTHLY;1993-11-29
1044;3570;44;MONTHLY;1993-11-29
1045;4237;18;MONTHLY;1993-11-29
1046;2739;59;MONTHLY;1993-11-29
1047;4526;63;MONTHLY;1993-11-29
1048;1621;75;MONTHLY;1993-12-01
1049;344;54;MONTHLY;1993-12-01
1050;1359;8;MONTHLY;1993-12-02
1051;290;56;MONTHLY;1993-12-02
1052;66;48;TRANSACTION;1993-12-03
1053;1314;48;MONTHLY;1993-12-03
1054;3145;4;MONTHLY;1993-12-03
1055;1204;29;MONTHLY;1993-12-03
1056;437;43;MONTHLY;1993-12-03
1057;2063;1;MONTHLY;1993-12-04
1058;3087;15;MONTHLY;1993-12-04
1059;2588;5;MONTHLY;1993-12-04
1060;956;74;MONTHLY;1993-12-05
1061;597;41;MONTHLY;1993-12-05
1062;3129;5;MONTHLY;1993-12-05
1063;884;2;MONTHLY;1993-12-07
1064;4264;28;MONTHLY;1993-12-07
1065;3223;1;MONTHLY;1993-12-07
1066;737;34;MONTHLY;1993-12-08
1067;2306;38;MONTHLY;1993-12-08
1068;1673;53;MONTHLY;1993-12-08
1069;10663;11;MONTHLY;1993-12-08
1070;3345;22;MONTHLY;1993-12-08
1071;1970;8;MONTHLY;1993-12-08
1072;2504;16;MONTHLY;1993-12-09
1073;358;12;MONTHLY;1993-12-09
1074;2980;66;MONTHLY;1993-12-09
1075;3918;53;MONTHLY;1993-12-09
1076;1680;59;MONTHLY;1993-12-10
1077;3039;1;MONTHLY;1993-12-10
1078;3380;64;MONTHLY;1993-12-10
1079;2128;22;MONTHLY;1993-12-10
1080;903;47;MONTHLY;1993-12-10
1081;1762;28;MONTHLY;1993-12-11
1082;61;70;MONTHLY;1993-12-11
1083;391;36;MONTHLY;1993-12-11
1084;2305;1;MONTHLY;1993-12-11
1085;1588;67;MONTHLY;1993-12-11
1086;183;43;MONTHLY;1993-12-12
1087;365;74;MONTHLY;1993-12-12
1088;2476;32;MONTHLY;1993-12-12
1089;347;65;MONTHLY;1993-12-13
1090;1877;76;MONTHLY;1993-12-13
1091;3196;1;MONTHLY;1993-12-13
1092;2928;55;MONTHLY;1993-12-14
1093;1225;4;MONTHLY;1993-12-14
1094;3825;7;MONTHLY;1993-12-14
1095;180;55;WEEKLY;1993-12-14
1096;2813;24;MONTHLY;1993-12-15
1097;1605;72;MONTHLY;1993-12-16
1098;1792;7;MONTHLY;1993-12-16
1099;1604;54;MONTHLY;1993-12-16
1100;883;1;MONTHLY;1993-12-17
1101;441;27;WEEKLY;1993-12-17
1102;3429;73;MONTHLY;1993-12-17
1103;4514;69;MONTHLY;1993-12-18
1104;1088;32;MONTHLY;1993-12-19
1105;3094;56;MONTHLY;1993-12-20
1106;1768;15;MONTHLY;1993-12-20
1107;2768;73;MONTHLY;1993-12-20
1108;2257;57;MONTHLY;1993-12-21
1109;1882;1;MONTHLY;1993-12-21
1110;719;30;MONTHLY;1993-12-21
1111;5092;74;MONTHLY;1993-12-21
1112;3292;1;MONTHLY;1993-12-21
1113;3604;75;MONTHLY;1993-12-22
1114;2733;76;MONTHLY;1993-12-22
1115;3669;76;MONTHLY;1993-12-22
1116;1940;52;MONTHLY;1993-12-22
1117;3056;55;MONTHLY;1993-12-22
1118;1419;33;MONTHLY;1993-12-22
1119;2971;76;WEEKLY;1993-12-23
1120;1959;62;MONTHLY;1993-12-24
1121;3164;33;MONTHLY;1993-12-24
1122;3197;1;MONTHLY;1993-12-25
1123;2770;42;MONTHLY;1993-12-25
1124;7944;59;MONTHLY;1993-12-27
1125;1080;55;MONTHLY;1993-12-27
1126;6148;74;MONTHLY;1993-12-27
1127;2010;1;MONTHLY;1993-12-27
1128;3135;72;MONTHLY;1993-12-27
1129;1098;47;MONTHLY;1993-12-28
1130;100;41;MONTHLY;1993-12-28
1131;2913;8;MONTHLY;1993-12-28
1132;1153;35;MONTHLY;1993-12-29
1133;1635;19;MONTHLY;1993-12-29
1134;2842;14;MONTHLY;1993-12-29
1135;3759;1;MONTHLY;1993-12-29
1136;3594;29;MONTHLY;1993-12-30
1137;2778;38;MONTHLY;1993-12-30
1138;2161;15;WEEKLY;1993-12-30
1139;2789;14;MONTHLY;1994-01-01
1140;1552;18;MONTHLY;1994-01-02
1141;628;72;MONTHLY;1994-01-03
1142;1458;29;MONTHLY;1994-01-03
1143;2673;34;MONTHLY;1994-01-04
1144;1788;1;MONTHLY;1994-01-04
1145;1193;29;MONTHLY;1994-01-05
1146;969;19;MONTHLY;1994-01-08
1147;1512;1;MONTHLY;1994-01-08
1148;3997;62;MONTHLY;1994-01-13
1149;2179;1;WEEKLY;1994-01-14
1150;1164;35;MONTHLY;1994-01-14
1151;4774;66;MONTHLY;1994-01-14
1152;4413;74;WEEKLY;1994-01-15
1153;1824;52;MONTHLY;1994-01-17
1154;1231;7;MONTHLY;1994-01-18
1155;2664;58;MONTHLY;1994-01-20
1156;1627;1;MONTHLY;1994-01-20
1157;9104;10;MONTHLY;1994-01-21
1158;2326;70;MONTHLY;1994-01-24
1159;4356;47;MONTHLY;1994-01-26
1160;3667;55;MONTHLY;1994-01-26
1161;742;77;MONTHLY;1994-01-28
1162;2538;42;MONTHLY;1994-01-30
1163;127;29;MONTHLY;1994-02-02
1164;726;76;MONTHLY;1994-02-03
1165;4907;42;MONTHLY;1994-02-06
1166;2628;64;TRANSACTION;1994-02-06
1167;3898;70;MONTHLY;1994-02-07
1168;6472;61;MONTHLY;1994-02-08
1169;1770;65;MONTHLY;1994-02-08
1170;2472;60;MONTHLY;1994-02-08
1171;1159;49;MONTHLY;1994-02-09
1172;4418;66;MONTHLY;1994-02-09
1173;1470;19;MONTHLY;1994-02-10
1174;1813;47;MONTHLY;1994-02-11
1175;4416;14;MONTHLY;1994-02-12
1176;2315;75;MONTHLY;1994-02-13
1177;3876;69;MONTHLY;1994-02-13
1178;4329;1;MONTHLY;1994-02-17
1179;3184;1;MONTHLY;1994-02-18
1180;370;25;MONTHLY;1994-02-18
1181;1317;56;MONTHLY;1994-02-18
1182;2675;1;MONTHLY;1994-02-19
1183;3840;76;MONTHLY;1994-02-19
1184;4009;56;MONTHLY;1994-02-20
1185;3886;1;MONTHLY;1994-02-20
1186;3445;1;MONTHLY;1994-02-22
1187;2482;1;MONTHLY;1994-02-23
1188;2361;28;MONTHLY;1994-02-25
1189;974;29;MONTHLY;1994-02-25
1190;2959;8;MONTHLY;1994-02-25
1191;1880;76;MONTHLY;1994-02-25
1192;3355;70;MONTHLY;1994-02-26
1193;2501;30;MONTHLY;1994-02-26
1194;1073;73;MONTHLY;1994-02-27
1195;8558;1;TRANSACTION;1994-02-27
1196;3101;1;MONTHLY;1994-02-27
1197;2568;17;MONTHLY;1994-03-02
1198;1169;49;TRANSACTION;1994-03-02
1199;3684;23;MONTHLY;1994-03-04
1200;1406;50;MONTHLY;1994-03-04
1201;71;1;MONTHLY;1994-03-05
1202;3528;10;MONTHLY;1994-03-05
1203;3405;36;MONTHLY;1994-03-07
1204;6118;1;WEEKLY;1994-03-07
1205;2382;59;MONTHLY;1994-03-08
1206;1570;1;MONTHLY;1994-03-12
1207;1511;51;TRANSACTION;1994-03-13
1208;1237;9;MONTHLY;1994-03-13
1209;3307;30;MONTHLY;1994-03-13
1210;3378;55;MONTHLY;1994-03-14
1211;989;19;MONTHLY;1994-03-14
1212;3253;71;TRANSACTION;1994-03-15
1213;1626;3;MONTHLY;1994-03-15
1214;289;1;MONTHLY;1994-03-17
1215;1987;54;MONTHLY;1994-03-17
1216;817;5;MONTHLY;1994-03-18
1217;2228;34;MONTHLY;1994-03-19
1218;904;1;MONTHLY;1994-03-20
1219;3824;41;MONTHLY;1994-03-20
1220;3599;63;MONTHLY;1994-03-20
1221;22;1;MONTHLY;1994-03-23
1222;470;64;MONTHLY;1994-03-23
1223;1273;37;MONTHLY;1994-03-25
1224;237;50;MONTHLY;1994-03-25
1225;59;43;MONTHLY;1994-03-27
1226;572;32;MONTHLY;1994-03-27
1227;1269;52;MONTHLY;1994-03-28
1228;855;1;MONTHLY;1994-03-28
1229;3183;45;MONTHLY;1994-04-01
1230;1969;5;MONTHLY;1994-04-02
1231;2799;54;WEEKLY;1994-04-03
1232;1042;43;MONTHLY;1994-04-03
1233;1158;50;MONTHLY;1994-04-03
1234;2713;26;MONTHLY;1994-04-03
1235;740;28;MONTHLY;1994-04-04
1236;493;26;MONTHLY;1994-04-05
1237;2067;76;MONTHLY;1994-04-07
1238;3804;7;MONTHLY;1994-04-07
1239;4259;66;MONTHLY;1994-04-08
1240;2886;1;MONTHLY;1994-04-08
1241;761;43;MONTHLY;1994-04-09
1242;1918;24;MONTHLY;1994-04-10
1243;3036;10;MONTHLY;1994-04-10
1244;3259;1;MONTHLY;1994-04-11
1245;4408;71;WEEKLY;1994-04-11
1246;2009;17;MONTHLY;1994-04-14
1247;1194;1;MONTHLY;1994-04-15
1248;3718;63;MONTHLY;1994-04-16
1249;3201;4;MONTHLY;1994-04-17
1250;460;1;MONTHLY;1994-04-18
1251;784;59;MONTHLY;1994-04-19
1252;3714;2;WEEKLY;1994-04-21
1253;2154;63;MONTHLY;1994-04-21
1254;1256;38;MONTHLY;1994-04-21
1255;1353;51;MONTHLY;1994-04-21
1256;1820;10;MONTHLY;1994-04-22
1257;2494;74;MONTHLY;1994-04-23
1258;2399;1;MONTHLY;1994-04-26
1259;343;18;MONTHLY;1994-04-26
1260;575;38;MONTHLY;1994-04-26
1261;900;48;MONTHLY;1994-04-26
1262;1467;37;MONTHLY;1994-04-27
1263;31;68;MONTHLY;1994-04-27
1264;1375;19;MONTHLY;1994-04-27
1265;1371;1;MONTHLY;1994-04-27
1266;844;53;MONTHLY;1994-04-28
1267;908;62;MONTHLY;1994-04-29
1268;3134;48;MONTHLY;1994-04-29
1269;2092;1;MONTHLY;1994-04-29
1270;3747;1;MONTHLY;1994-05-01
1271;277;32;TRANSACTION;1994-05-01
1272;3595;30;MONTHLY;1994-05-01
1273;2511;40;MONTHLY;1994-05-01
1274;1388;29;MONTHLY;1994-05-02
1275;4245;52;MONTHLY;1994-05-02
1276;3838;3;MONTHLY;1994-05-02
1277;543;64;MONTHLY;1994-05-03
1278;3653;31;MONTHLY;1994-05-03
1279;524;61;MONTHLY;1994-05-03
1280;82;26;MONTHLY;1994-05-03
1281;3912;2;MONTHLY;1994-05-04
1282;1949;41;MONTHLY;1994-05-04
1283;1865;1;MONTHLY;1994-05-04
1284;451;11;MONTHLY;1994-05-05
1285;50;1;MONTHLY;1994-05-06
1286;1184;14;MONTHLY;1994-05-06
1287;363;1;MONTHLY;1994-05-06
1288;2454;8;MONTHLY;1994-05-07
1289;2847;75;MONTHLY;1994-05-08
1290;2740;14;MONTHLY;1994-05-08
1291;1871;48;MONTHLY;1994-05-10
1292;8405;20;MONTHLY;1994-05-10
1293;266;47;MONTHLY;1994-05-11
1294;1879;10;MONTHLY;1994-05-13
1295;2259;64;MONTHLY;1994-05-14
1296;609;63;MONTHLY;1994-05-15
1297;9750;74;MONTHLY;1994-05-16
1298;2375;29;MONTHLY;1994-05-16
1299;216;38;MONTHLY;1994-05-16
1300;56;50;MONTHLY;1994-05-16
1301;7824;60;MONTHLY;1994-05-17
1302;649;69;WEEKLY;1994-05-17
1303;2996;54;MONTHLY;1994-05-17
1304;1509;51;MONTHLY;1994-05-19
1305;2170;1;TRANSACTION;1994-05-19
1306;2001;75;MONTHLY;1994-05-19
1307;2903;38;MONTHLY;1994-05-19
1308;3717;56;MONTHLY;1994-05-20
1309;4195;67;MONTHLY;1994-05-21
1310;2496;51;MONTHLY;1994-05-21
1311;9583;31;WEEKLY;1994-05-22
1312;3636;21;MONTHLY;1994-05-22
1313;1826;5;MONTHLY;1994-05-22
1314;2227;31;WEEKLY;1994-05-22
1315;2749;1;MONTHLY;1994-05-23
1316;535;35;MONTHLY;1994-05-24
1317;4066;72;MONTHLY;1994-05-24
1318;2662;71;MONTHLY;1994-05-24
1319;1053;57;MONTHLY;1994-05-25
1320;11333;8;MONTHLY;1994-05-26
1321;1838;68;MONTHLY;1994-05-26
1322;3037;44;MONTHLY;1994-05-26
1323;3372;23;MONTHLY;1994-05-26
1324;985;32;MONTHLY;1994-05-29
1325;6924;74;MONTHLY;1994-06-01
